北海道https://www.facebook.com/otarucity/
旭川市, https://www.facebook.com/asahikawacity/
室蘭市, https://www.facebook.com/muroran.city/
釧路市, https://www.facebook.com/city.kushiro/
帯広市, https://www.facebook.com/obihirocity/
北見市, https://www.facebook.com/kitami.city/
夕張市, https://www.facebook.com/yubarilikers/
岩見沢市, https://www.facebook.com/iwamizawacity.pr/
網走市, https://www.facebook.com/abashirisi/
苫小牧市, https://www.facebook.com/city.tomakomai/
稚内市, https://www.facebook.com/teppenwakkanai/
美唄市, https://www.facebook.com/%E7%BE%8E%E5%94%84%E5%B8%82-459506 ...
江別市, https://www.facebook.com/imacoco.ebetsu/
赤平市, https://www.facebook.com/%E8%B5%A4%E5%B9%B3%E5%B8%82%E5%BD% ...
紋別市, https://www.facebook.com/mombetsucity/
士別市, https://www.facebook.com/shibetsu.city/
名寄市, https://www.facebook.com/%E5%90%8D%E5%AF%84%E5%B8%82%E5%BD% ...
根室市, https://www.facebook.com/nemurocity/
千歳市, https://www.facebook.com/chitosebousai/
滝川市, https://www.facebook.com/%E6%BB%9D%E5%B7%9D%E5%B8%82%E5%BD% ...
歌志内市, https://www.facebook.com/utashinaicity/
深川市, https://www.facebook.com/fukagawacity/
富良野市, https://www.facebook.com/%E5%AF%8C%E8%89%AF%E9%87%8E%E5%B8% ...
登別市, https://www.facebook.com/noboribetsu.city/
恵庭市, https://www.facebook.com/city.eniwa/
伊達市, https://www.facebook.com/hokkaido.date.city/
北広島市, https://www.facebook.com/%E5%8C%97%E5%BA%83%E5%B3%B6%E5%B8% ...
北斗市, https://www.facebook.com/zushihocky/
当別町, https://www.facebook.com/tobetsu/
鹿部町, https://www.facebook.com/shikabe.tourism/
森町, https://www.facebook.com/moritown/
八雲町, https://www.facebook.com/cok.yakumo/
乙部町, https://www.facebook.com/%E5%8C%97%E6%B5%B7%E9%81%93%E4%B9% ...
今金町, https://www.facebook.com/imakanecho/
島牧村, https://www.facebook.com/shimamakikikaku/
蘭越町, https://www.facebook.com/kouhoukoucho/
ニセコ町, https://www.facebook.com/nisekotown/
真狩村, https://www.facebook.com/%E7%9C%9F%E7%8B%A9%E6%9D%91-168992 ...
倶知安町, https://www.facebook.com/hokkaido.kutchan/
岩内町, https://www.facebook.com/iwanai.taramarujyuku/
積丹町, https://www.facebook.com/town.shakotan/
古平町, https://www.facebook.com/furubira/
仁木町, https://www.facebook.com/town.niki.hokkaido/
余市町, https://www.facebook.com/town.yoichi.hokkaido/
南幌町, https://www.facebook.com/nanporotown/
奈井江町, https://www.facebook.com/%E5%A5%88%E4%BA%95%E6%B1%9F%E7%94% ...
栗山町, https://www.facebook.com/kuriyamaHL/
月形町, https://www.facebook.com/tsukigatatown/
妹背牛町, https://www.facebook.com/moseushi.town/
秩父別町, https://www.facebook.com/chippubetsutown/
雨竜町, https://www.facebook.com/town.uryu/
沼田町, https://www.facebook.com/%E5%8C%97%E6%B5%B7%E9%81%93%E6%B2% ...
鷹栖町, https://www.facebook.com/town.takasu/
東神楽町, https://www.facebook.com/Higashikagura/
当麻町, https://www.facebook.com/town.tohma/
比布町, https://www.facebook.com/pippu.town/
愛別町, https://www.facebook.com/%E6%84%9B%E5%88%A5%E7%94%BA-161392 ...
上川町, https://www.facebook.com/town.kamikawa/
東川町, https://www.facebook.com/higashikawa.hokkaido/
美瑛町, https://www.facebook.com/town.biei/
上富良野町, https://www.facebook.com/town.kamifurano/
中富良野町, https://www.facebook.com/town.nakafurano/
南富良野町, https://www.facebook.com/minamifurano.poppoya/
和寒町, https://www.facebook.com/wassamu.town/
剣淵町, https://www.facebook.com/kembuchi/
音威子府村, https://www.facebook.com/otoineppu/
幌加内町, https://www.facebook.com/town.horokanai.hokkaido/
増毛町, https://www.facebook.com/mashiketown/
苫前町, https://www.facebook.com/tomamaetown/
遠別町, https://www.facebook.com/EmbetsuMomochin/
猿払村, https://www.facebook.com/SARUFUTSU/
浜頓別町, https://www.facebook.com/swatton.hamatonbetsu
中頓別町, https://www.facebook.com/nakatombetsu/
枝幸町, https://www.facebook.com/esatune/
豊富町, https://www.facebook.com/town.toyotomi.hokkaido/
礼文町, https://www.facebook.com/hokkaido.rebun/
利尻町, https://www.facebook.com/rishirisns/
利尻富士町, https://www.facebook.com/rishirifujitown/
美幌町, https://www.facebook.com/bihoro.town/
斜里町, https://www.facebook.com/%E6%96%9C%E9%87%8C%E7%94%BA%E5%8C% ...
清里町, https://www.facebook.com/hokkaidokiyosato/
小清水町, https://www.facebook.com/%E5%8C%97%E6%B5%B7%E9%81%93%E5%B0% ...
訓子府町, https://www.facebook.com/%E8%A8%93%E5%AD%90%E5%BA%9C%E7%94% ...
佐呂間町, https://www.facebook.com/town.saroma/
豊浦町, https://www.facebook.com/hokkaido.toyoura.town/
壮瞥町, https://www.facebook.com/Sobetsu/
白老町, https://www.facebook.com/town.shiraoi/
厚真町, https://www.facebook.com/atsumatownhokkaido/
洞爺湖町, https://www.facebook.com/town.toyako/
安平町, https://www.facebook.com/town.abira/
むかわ町, https://www.facebook.com/mukawacho/
日高町, https://www.facebook.com/town.hidaka/
平取町, https://www.facebook.com/kouhou.biratori/
新冠町, https://www.facebook.com/niikappu/
浦河町, https://www.facebook.com/uraran.kawatan/
様似町, https://www.facebook.com/samani.town/
えりも町, https://www.facebook.com/erimo.town/
新ひだか町, https://www.facebook.com/%E6%96%B0%E3%81%B2%E3%81%A0%E3%81% ...
士幌町, https://www.facebook.com/shihorotown/
上士幌町, https://www.facebook.com/kamishihorotown/
鹿追町, https://www.facebook.com/shikaoitown/
新得町, https://www.facebook.com/town.shintoku/
清水町, https://www.facebook.com/%E5%8C%97%E6%B5%B7%E9%81%93%E6%B8% ...
芽室町, https://www.facebook.com/memurotown/
中札内村, https://www.facebook.com/nakasatsunai.kanko/
更別村, https://www.facebook.com/SarabetsuVillage/
広尾町, https://www.facebook.com/hirootown.official/
幕別町, https://www.facebook.com/makubetsu/
池田町, https://www.facebook.com/hokkaido.ikeda/
足寄町, https://www.facebook.com/%E5%8C%97%E6%B5%B7%E9%81%93%E8%B6% ...
浦幌町, https://www.facebook.com/urahoro.chiikiokoshi/
釧路町, https://www.facebook.com/town.kushiro/
厚岸町, https://www.facebook.com/akkeshi/
標茶町, https://www.facebook.com/town.shibecha/
白糠町, https://www.facebook.com/shiranuka/
別海町, https://www.facebook.com/betsukai.jp/
中標津町, https://www.facebook.com/nakashibetsu/
羅臼町, https://www.facebook.com/rausu.shiretoko/
青森県https://www.facebook.com/AomoriPref.koho/
青森市, https://www.facebook.com/aomoricity/
弘前市, https://www.facebook.com/hirosakicity/
八戸市, https://www.facebook.com/HachinoheCity/
黒石市, https://www.facebook.com/KuroishiCityOffice/
五所川原市, https://www.facebook.com/goshogawaracity/
十和田市, https://www.facebook.com/%E5%8D%81%E5%92%8C%E7%94%B0%E5%B8% ...
三沢市, https://www.facebook.com/misawacity/
むつ市, https://www.facebook.com/mutsu.city/
平川市, https://www.facebook.com/nostalgic.city.hirakawa/
蓬田村, https://www.facebook.com/vill.yomogita/
外ヶ浜町, https://www.facebook.com/%E9%9D%92%E6%A3%AE%E7%9C%8C-%E5%A4 ...
西目屋村, https://www.facebook.com/meyainfo/
田舎館村, https://www.facebook.com/inakadatevillage/
野辺地町, https://www.facebook.com/nohejitown/
東北町, https://www.facebook.com/tohokutown/
おいらせ町, https://www.facebook.com/oirasetown/
三戸町, https://www.facebook.com/Sannohe.Nyago/
田子町, https://www.facebook.com/takkoouji/
階上町, https://www.facebook.com/%E3%81%AF%E3%81%97%E3%81%8B%E3%81% ...
新郷村, https://www.facebook.com/vill.shingo/
岩手県https://www.facebook.com/pref.iwate/
盛岡市, https://www.facebook.com/moriokashi/
宮古市, https://www.facebook.com/city.miyako/
大船渡市, https://www.facebook.com/ofunato.city/
花巻市, https://www.facebook.com/city.hanamaki/
北上市, https://www.facebook.com/KitakamiCity/
